slice,dice_Background,dice_IRF,dice_SRF,dice_PED,voxels_Background,voxels_IRF,voxels_SRF,voxels_PED,union_Background,union_IRF,union_SRF,union_PED,intersection_Background,intersection_IRF,intersection_SRF,intersection_PED,binary_dice
Spectralis_D2S1_001_predicted,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Spectralis_D2S1_002_predicted,0.999976396560669,0.0,1.0,1.0,253952,0,0,0,507892,12,0,0,253940,0,0,0,0.0
Spectralis_D2S1_003_predicted,0.9999291300773621,0.0,1.0,1.0,253952,0,0,0,507868,36,0,0,253916,0,0,0,0.0
Spectralis_D2S1_004_predicted,0.9997636675834656,0.0,1.0,1.0,253952,0,0,0,507784,120,0,0,253832,0,0,0,0.0
Spectralis_D2S1_005_predicted,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Spectralis_D2S1_006_predicted,0.9989907741546631,1.0,0.23920266330242157,0.0,253916,0,36,0,507320,0,301,283,253404,0,36,0,0.12328767031431198
Spectralis_D2S1_007_predicted,0.997577965259552,0.0,0.21348313987255096,0.0,253914,0,38,0,506601,298,356,649,252687,0,38,0,0.05832693725824356
Spectralis_D2S1_008_predicted,0.9973532557487488,0.0,0.29113924503326416,0.0,253814,0,138,0,506288,124,948,544,252474,0,138,0,0.17079207301139832
Spectralis_D2S1_009_predicted,0.9940656423568726,0.0,0.3333333432674408,0.0,253841,0,111,0,504687,627,666,1924,250846,0,111,0,0.06900839507579803
Spectralis_D2S1_010_predicted,0.9979145526885986,0.0,0.0,0.0,253952,0,0,0,506847,532,92,433,252895,0,0,0,0.0
Spectralis_D2S1_011_predicted,0.9998975992202759,0.0,1.0,1.0,253952,0,0,0,507852,52,0,0,253900,0,0,0,0.0
Spectralis_D2S1_012_predicted,0.9997754693031311,1.0,1.0,0.0,253952,0,0,0,507790,0,0,114,253838,0,0,0,0.0
Spectralis_D2S1_013_predicted,0.999608039855957,1.0,1.0,0.0,253952,0,0,0,507705,0,0,199,253753,0,0,0,0.0
Spectralis_D2S1_014_predicted,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Spectralis_D2S1_015_predicted,0.9999586343765259,0.0,1.0,1.0,253952,0,0,0,507883,21,0,0,253931,0,0,0,0.0
Spectralis_D2S1_016_predicted,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Spectralis_D2S1_017_predicted,0.9999822974205017,0.0,1.0,1.0,253952,0,0,0,507895,9,0,0,253943,0,0,0,0.0
Spectralis_D2S1_018_predicted,0.9998030662536621,0.0,1.0,1.0,253952,0,0,0,507804,100,0,0,253852,0,0,0,0.0
Spectralis_D2S1_019_predicted,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Spectralis_D3S1_001_predicted,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Spectralis_D3S1_002_predicted,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
