slice,dice_Background,dice_IRF,dice_SRF,dice_PED,voxels_Background,voxels_IRF,voxels_SRF,voxels_PED,union_Background,union_IRF,union_SRF,union_PED,intersection_Background,intersection_IRF,intersection_SRF,intersection_PED,binary_dice
Spectralis_D2S1_001_predicted,1.0,1.0,1.0,1.0,507904,0,0,0,1015808,0,0,0,507904,0,0,0,1.0
Spectralis_D2S1_002_predicted,0.9999842643737793,0.0,1.0,1.0,507904,0,0,0,1015792,16,0,0,507888,0,0,0,0.0
Spectralis_D2S1_003_predicted,0.9999862313270569,0.0,1.0,1.0,507904,0,0,0,1015794,14,0,0,507890,0,0,0,0.0
Spectralis_D2S1_004_predicted,1.0,1.0,1.0,1.0,507904,0,0,0,1015808,0,0,0,507904,0,0,0,1.0
Spectralis_D2S1_005_predicted,0.9999803304672241,0.0,1.0,1.0,507904,0,0,0,1015788,20,0,0,507884,0,0,0,0.0
Spectralis_D2S1_006_predicted,0.9994887709617615,0.0,0.2639405131340027,1.0,507833,0,71,0,1015147,123,538,0,507314,0,71,0,0.21482601761817932
Spectralis_D2S1_007_predicted,0.9984765648841858,0.0,0.34375,0.0,507825,0,79,0,1014175,116,256,1261,506315,0,44,0,0.05388854816555977
Spectralis_D2S1_008_predicted,0.9976630210876465,0.0,0.15934066474437714,0.0,507632,0,272,0,1013266,9,1092,1441,505449,0,87,0,0.06845004111528397
Spectralis_D2S1_009_predicted,0.9966848492622375,0.0,0.4872080087661743,0.0,507685,0,219,0,1012015,184,899,2710,504330,0,219,0,0.11547587811946869
Spectralis_D2S1_010_predicted,0.9991408586502075,0.0,1.0,0.0,507904,0,0,0,1014936,17,0,855,507032,0,0,0,0.0
Spectralis_D2S1_011_predicted,0.9996809363365173,0.0,0.0,0.0,507904,0,0,0,1015484,76,75,173,507580,0,0,0,0.0
Spectralis_D2S1_012_predicted,0.9999566674232483,0.0,1.0,1.0,507904,0,0,0,1015764,44,0,0,507860,0,0,0,0.0
Spectralis_D2S1_013_predicted,0.9999684691429138,1.0,1.0,0.0,507904,0,0,0,1015776,0,0,32,507872,0,0,0,0.0
Spectralis_D2S1_014_predicted,0.9999940991401672,0.0,1.0,1.0,507904,0,0,0,1015802,6,0,0,507898,0,0,0,0.0
Spectralis_D2S1_015_predicted,0.9999498128890991,0.0,1.0,1.0,507904,0,0,0,1015757,51,0,0,507853,0,0,0,0.0
Spectralis_D2S1_016_predicted,0.9999734163284302,1.0,0.0,0.0,507904,0,0,0,1015781,0,23,4,507877,0,0,0,0.0
Spectralis_D2S1_017_predicted,0.9999940991401672,0.0,1.0,1.0,507904,0,0,0,1015802,6,0,0,507898,0,0,0,0.0
Spectralis_D2S1_018_predicted,0.9999704957008362,1.0,1.0,0.0,507904,0,0,0,1015778,0,0,30,507874,0,0,0,0.0
Spectralis_D2S1_019_predicted,1.0,1.0,1.0,1.0,507904,0,0,0,1015808,0,0,0,507904,0,0,0,1.0
Spectralis_D3S1_001_predicted,1.0,1.0,1.0,1.0,507904,0,0,0,1015808,0,0,0,507904,0,0,0,1.0
Spectralis_D3S1_002_predicted,0.9999891519546509,0.0,1.0,1.0,507904,0,0,0,1015797,11,0,0,507893,0,0,0,0.0
Spectralis_D3S1_003_predicted,0.9999635815620422,1.0,1.0,0.0,507904,0,0,0,1015771,0,0,37,507867,0,0,0,0.0
Spectralis_D3S1_004_predicted,0.9997794032096863,0.0,1.0,0.10655737668275833,507874,0,0,30,1015528,36,0,244,507652,0,0,13,0.20000000298023224
Spectralis_D3S1_005_predicted,0.9999271631240845,0.0,0.0,0.0,507904,0,0,0,1015734,64,8,2,507830,0,0,0,0.0
Spectralis_D3S1_006_predicted,0.9991565942764282,0.0,0.0,0.0,507904,0,0,0,1014952,22,36,798,507048,0,0,0,0.0
Spectralis_D3S1_007_predicted,0.9997568130493164,1.0,1.0,0.0,507904,0,0,0,1015561,0,0,247,507657,0,0,0,0.0
Spectralis_D3S1_008_predicted,0.9997912645339966,0.0,0.0,0.0,507904,0,0,0,1015596,33,3,176,507692,0,0,0,0.0
Spectralis_D3S1_009_predicted,0.9980467557907104,1.0,0.0,0.08550185710191727,507756,0,0,148,1013690,0,504,1614,505855,0,0,69,0.06515580415725708
Spectralis_D3S1_010_predicted,0.9977477788925171,1.0,0.6043343544006348,0.0,505919,0,1985,0,1011456,0,3230,1122,504589,0,976,0,0.4765625
Spectralis_D3S1_011_predicted,0.996705949306488,0.0,0.5575461387634277,0.0,505978,0,1926,0,1009401,39,3684,2684,503038,0,1027,0,0.48103636503219604
Spectralis_D3S1_012_predicted,0.9971482753753662,1.0,0.5617849230766296,0.0,507282,0,622,0,1011679,0,1748,2381,504397,0,491,0,0.301283597946167
Spectralis_D3S1_013_predicted,0.9964203834533691,1.0,0.3795330226421356,0.0,507448,0,456,0,1011276,0,2013,2519,503828,0,382,0,0.20123565196990967
Spectralis_D3S1_014_predicted,0.9981237053871155,1.0,0.5404971837997437,0.0,507527,0,377,0,1013153,0,1247,1408,505626,0,337,0,0.2839924693107605
Spectralis_D3S1_015_predicted,0.9981505870819092,1.0,0.7076135873794556,0.0,507313,0,591,0,1012753,0,1563,1492,505440,0,553,0,0.3869067132472992
Spectralis_D3S1_016_predicted,0.9998483657836914,1.0,1.0,0.0,507904,0,0,0,1015654,0,0,154,507750,0,0,0,0.0
Spectralis_D3S1_017_predicted,0.9999330639839172,0.0,0.0,1.0,507904,0,0,0,1015740,24,44,0,507836,0,0,0,0.0
Spectralis_D3S1_018_predicted,1.0,1.0,1.0,1.0,507904,0,0,0,1015808,0,0,0,507904,0,0,0,1.0
Spectralis_D3S1_019_predicted,0.9998089671134949,0.0,1.0,0.0,507904,0,0,0,1015614,11,0,183,507710,0,0,0,0.0
Spectralis_D4S1_001_predicted,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Spectralis_D4S1_002_predicted,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
Spectralis_D4S1_003_predicted,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0,1.0
