slice,dice_Background,dice_IRF,voxels_Background,voxels_IRF,union_Background,union_IRF,intersection_Background,intersection_IRF,binary_dice
Cirrus_TRAIN001_000.tiff,0.9995548129081726,0.0,253952,0,507678,226,253726,0,0.0
Cirrus_TRAIN001_001.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN001_002.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN001_003.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN001_004.tiff,0.9994681477546692,0.0,253952,0,507634,270,253682,0,0.0
Cirrus_TRAIN001_005.tiff,0.9998838305473328,0.0,253952,0,507845,59,253893,0,0.0
Cirrus_TRAIN001_006.tiff,0.9997144341468811,0.0,253952,0,507759,145,253807,0,0.0
Cirrus_TRAIN001_007.tiff,0.9996119737625122,0.0,253952,0,507707,197,253755,0,0.0
Cirrus_TRAIN001_008.tiff,0.9995232820510864,0.0,253952,0,507662,242,253710,0,0.0
Cirrus_TRAIN001_009.tiff,0.9991999864578247,0.0,253952,0,507498,406,253546,0,0.0
Cirrus_TRAIN001_010.tiff,0.9998070001602173,0.0,253952,0,507806,98,253854,0,0.0
Cirrus_TRAIN001_011.tiff,0.9990915060043335,0.0,253952,0,507443,461,253491,0,0.0
Cirrus_TRAIN001_012.tiff,0.9995962381362915,0.0,253952,0,507699,205,253747,0,0.0
Cirrus_TRAIN001_013.tiff,0.9985211491584778,0.0,253952,0,507154,750,253202,0,0.0
Cirrus_TRAIN001_014.tiff,0.9981359243392944,0.0,253952,0,506959,945,253007,0,0.0
Cirrus_TRAIN001_015.tiff,0.9987322688102722,0.08011444658041,253924,28,507205,699,253281,28,0.08011444658041
Cirrus_TRAIN001_016.tiff,0.9997124075889587,0.2551020383834839,253927,25,507708,196,253781,25,0.2551020383834839
Cirrus_TRAIN001_017.tiff,0.999791145324707,0.708791196346283,253822,130,507540,364,253717,129,0.708791196346283
Cirrus_TRAIN001_018.tiff,0.9996986985206604,0.0,253952,0,507751,153,253799,0,0.0
Cirrus_TRAIN001_019.tiff,0.9996552467346191,0.3727598488330841,253899,53,507625,279,253725,52,0.3727598488330841
Cirrus_TRAIN001_020.tiff,0.9999645352363586,0.0,253952,0,507886,18,253934,0,0.0
Cirrus_TRAIN001_021.tiff,0.9998621344566345,0.0,253952,0,507834,70,253882,0,0.0
Cirrus_TRAIN001_022.tiff,0.9994046688079834,0.49666666984558105,253700,252,507304,600,253501,149,0.49666666984558105
Cirrus_TRAIN001_023.tiff,0.999299168586731,0.7360594868659973,253362,590,506559,1345,253102,495,0.7360594868659973
Cirrus_TRAIN001_024.tiff,0.9984883069992065,0.6956175565719604,252823,1129,505394,2510,252315,873,0.6956175565719604
Cirrus_TRAIN001_025.tiff,0.9989091753959656,0.42455774545669556,253653,299,506943,961,253195,204,0.42455774545669556
Cirrus_TRAIN001_026.tiff,0.9980427026748657,0.37555134296417236,253403,549,506317,1587,252663,298,0.37555134296417236
Cirrus_TRAIN001_027.tiff,0.998245894908905,0.19255222380161285,253845,107,506803,1101,252957,106,0.19255222380161285
Cirrus_TRAIN001_028.tiff,0.998467743396759,0.47138965129852295,253462,490,506436,1468,252830,346,0.47138965129852295
