slice,dice_Background,dice_IRF,voxels_Background,voxels_IRF,union_Background,union_IRF,intersection_Background,intersection_IRF,binary_dice
Cirrus_TRAIN001_000.tiff,0.9995095133781433,0.0,253952,0,507655,249,253703,0,0.0
Cirrus_TRAIN001_001.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN001_002.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN001_003.tiff,0.9999921321868896,0.0,253952,0,507900,4,253948,0,0.0
Cirrus_TRAIN001_004.tiff,0.99934983253479,0.0,253952,0,507574,330,253622,0,0.0
Cirrus_TRAIN001_005.tiff,1.0,1.0,253952,0,507904,0,253952,0,1.0
Cirrus_TRAIN001_006.tiff,0.9993793964385986,0.0,253952,0,507589,315,253637,0,0.0
Cirrus_TRAIN001_007.tiff,0.9990402460098267,0.0,253952,0,507417,487,253465,0,0.0
Cirrus_TRAIN001_008.tiff,0.9991270303726196,0.0,253952,0,507461,443,253509,0,0.0
Cirrus_TRAIN001_009.tiff,0.9993045330047607,0.0,253952,0,507551,353,253599,0,0.0
Cirrus_TRAIN001_010.tiff,0.9996652007102966,0.0,253952,0,507734,170,253782,0,0.0
Cirrus_TRAIN001_011.tiff,0.9989258050918579,0.0,253952,0,507359,545,253407,0,0.0
Cirrus_TRAIN001_012.tiff,0.9992867708206177,0.0,253952,0,507542,362,253590,0,0.0
Cirrus_TRAIN001_013.tiff,0.9985626339912415,0.0,253952,0,507175,729,253223,0,0.0
Cirrus_TRAIN001_014.tiff,0.9981477856636047,0.0,253952,0,506965,939,253013,0,0.0
Cirrus_TRAIN001_015.tiff,0.9983946084976196,0.06436781585216522,253924,28,507034,870,253110,28,0.06436781585216522
Cirrus_TRAIN001_016.tiff,0.9995015859603882,0.16501650214195251,253927,25,507601,303,253674,25,0.16501650214195251
Cirrus_TRAIN001_017.tiff,0.9996058940887451,0.5633187890052795,253822,130,507446,458,253623,129,0.5633187890052795
Cirrus_TRAIN001_018.tiff,0.9998483657836914,0.0,253952,0,507827,77,253875,0,0.0
Cirrus_TRAIN001_019.tiff,0.9996296167373657,0.36054420471191406,253899,53,507610,294,253711,53,0.36054420471191406
Cirrus_TRAIN001_020.tiff,0.9997971653938293,0.0,253952,0,507801,103,253849,0,0.0
Cirrus_TRAIN001_021.tiff,0.9996001720428467,0.0,253952,0,507701,203,253749,0,0.0
Cirrus_TRAIN001_022.tiff,0.9991620182991028,0.410540908575058,253700,252,507183,721,253379,148,0.410540908575058
Cirrus_TRAIN001_023.tiff,0.9991154670715332,0.6867132782936096,253362,590,506474,1430,253013,491,0.6867132782936096
Cirrus_TRAIN001_024.tiff,0.9980287551879883,0.6215805411338806,252823,1129,505272,2632,252138,818,0.6215805411338806
Cirrus_TRAIN001_025.tiff,0.9979126453399658,0.3068852424621582,253653,299,506379,1525,252661,234,0.3068852424621582
Cirrus_TRAIN001_026.tiff,0.9980836510658264,0.4380069673061371,253403,549,506178,1726,252604,378,0.4380069673061371
Cirrus_TRAIN001_027.tiff,0.9982063174247742,0.19056099653244019,253845,107,506781,1123,252936,107,0.19056099653244019
Cirrus_TRAIN001_028.tiff,0.9976363182067871,0.37513062357902527,253462,490,505990,1914,252397,359,0.37513062357902527
Cirrus_TRAIN001_029.tiff,0.997829020023346,0.347774475812912,253632,320,506219,1685,252560,293,0.347774475812912
Cirrus_TRAIN001_030.tiff,0.9972606301307678,0.5944835543632507,252852,1100,504496,3408,251557,1013,0.5944835543632507
Cirrus_TRAIN001_031.tiff,0.9981526136398315,0.5970664620399475,253215,737,505586,2318,252326,692,0.5970664620399475
Cirrus_TRAIN001_032.tiff,0.9984120726585388,0.7693636417388916,252533,1419,504431,3473,251815,1336,0.7693636417388916
Cirrus_TRAIN001_033.tiff,0.997809112071991,0.6411421298980713,252906,1046,504822,3082,251858,988,0.6411421298980713
Cirrus_TRAIN001_034.tiff,0.9962316155433655,0.6425065994262695,252066,1886,502606,5298,250356,1702,0.6425065994262695
Cirrus_TRAIN001_035.tiff,0.9972540140151978,0.7423450350761414,251750,2202,502548,5356,250584,1988,0.7423450350761414
Cirrus_TRAIN001_036.tiff,0.9964256286621094,0.4362500011920929,253059,893,504704,3200,251450,698,0.4362500011920929
Cirrus_TRAIN001_037.tiff,0.9956080317497253,0.6629935503005981,250941,3011,501370,6534,249584,2166,0.6629935503005981
Cirrus_TRAIN001_038.tiff,0.9958416223526001,0.7604984045028687,250060,3892,499236,8668,248580,3296,0.7604984045028687
Cirrus_TRAIN001_039.tiff,0.9952329397201538,0.7653515338897705,249509,4443,497791,10113,247709,3870,0.7653515338897705
Cirrus_TRAIN001_040.tiff,0.9945831894874573,0.7769473791122437,247877,6075,495862,12042,246588,4678,0.7769473791122437
Cirrus_TRAIN001_041.tiff,0.9948585629463196,0.8115641474723816,247372,6580,494414,13490,245936,5474,0.8115641474723816
