slice,dice_Background,dice_IRF,dice_SRF,dice_PED,voxels_Background,voxels_IRF,voxels_SRF,voxels_PED,union_Background,union_IRF,union_SRF,union_PED,intersection_Background,intersection_IRF,intersection_SRF,intersection_PED
Cirrus_TRAIN001_000.tiff,1.0,1.0,1.0,1.0,253952,0,0,0,507904,0,0,0,253952,0,0,0
Cirrus_TRAIN001_001.tiff,0.9998661279678345,1.4705882733778708e-08,1.0,1.0,253952,0,0,0,507836,68,0,0,253884,0,0,0
Cirrus_TRAIN001_002.tiff,0.9999724626541138,1.2499998547355062e-07,1.0,1.6666663782416435e-07,253952,0,0,0,507890,8,0,6,253938,0,0,0
Cirrus_TRAIN001_003.tiff,0.9996474385261536,9.259259137195386e-09,1.0,1.4084506894107562e-08,253952,0,0,0,507725,108,0,71,253773,0,0,0
Cirrus_TRAIN001_004.tiff,0.9997754693031311,8.771929849160642e-09,1.0,1.0,253952,0,0,0,507790,114,0,0,253838,0,0,0
Cirrus_TRAIN001_005.tiff,0.999673068523407,6.0240963328794805e-09,1.0,1.0,253952,0,0,0,507738,166,0,0,253786,0,0,0
Cirrus_TRAIN001_006.tiff,0.999405026435852,3.3112583786021332e-09,1.0,1.0,253952,0,0,0,507602,302,0,0,253650,0,0,0
Cirrus_TRAIN001_007.tiff,0.9996100068092346,5.050504903181263e-09,1.0,1.0,253952,0,0,0,507706,198,0,0,253754,0,0,0
Cirrus_TRAIN001_008.tiff,0.999700665473938,6.578947164825877e-09,1.0,1.0,253952,0,0,0,507752,152,0,0,253800,0,0,0
Cirrus_TRAIN001_009.tiff,0.998645544052124,1.4556040817126359e-09,1.0,1.0,253952,0,0,0,507217,687,0,0,253265,0,0,0
Cirrus_TRAIN001_010.tiff,0.9991487264633179,2.3148147842988465e-09,1.0,1.0,253952,0,0,0,507472,432,0,0,253520,0,0,0
Cirrus_TRAIN001_011.tiff,0.9983888268470764,1.2239902424937554e-09,1.0,1.0,253952,0,0,0,507087,817,0,0,253135,0,0,0
Cirrus_TRAIN001_012.tiff,0.9990343451499939,2.0408164047580613e-09,1.0,1.0,253952,0,0,0,507414,490,0,0,253462,0,0,0
Cirrus_TRAIN001_013.tiff,0.9989514350891113,1.879699285112224e-09,1.0,1.0,253952,0,0,0,507372,532,0,0,253420,0,0,0
Cirrus_TRAIN001_014.tiff,0.9990461468696594,2.092050310764648e-09,1.0,1.6666663782416435e-07,253952,0,0,0,507420,478,0,6,253468,0,0,0
Cirrus_TRAIN001_015.tiff,0.9984676837921143,0.08104196935892105,1.0,7.042253447053781e-09,253924,28,0,0,507071,691,0,142,253147,28,0,0
Cirrus_TRAIN001_016.tiff,0.9995607137680054,0.20000000298023224,1.0,3.2258061111178904e-08,253927,25,0,0,507633,240,0,31,253705,24,0,0
Cirrus_TRAIN001_017.tiff,0.999286413192749,0.5412262082099915,1.0,6.896551774104864e-09,253822,130,0,0,507286,473,0,145,253462,128,0,0
Cirrus_TRAIN001_018.tiff,0.9992039203643799,3.38983041636709e-09,1.0,9.174311976778426e-09,253952,0,0,0,507500,295,0,109,253548,0,0,0
Cirrus_TRAIN001_019.tiff,0.9988091588020325,0.15340086817741394,1.0,5.2631573765893336e-08,253899,53,0,0,507194,691,0,19,253295,53,0,0
Cirrus_TRAIN001_020.tiff,0.9991704225540161,2.9673590251633186e-09,1.0,1.1904761620940008e-08,253952,0,0,0,507483,337,0,84,253531,0,0,0
Cirrus_TRAIN001_021.tiff,0.9987521171569824,1.5797788632809784e-09,1.0,1.0,253952,0,0,0,507271,633,0,0,253319,0,0,0
Cirrus_TRAIN001_022.tiff,0.9979621767997742,0.30645161867141724,1.0,1.0,253700,252,0,0,506416,1488,0,0,252692,228,0,0
Cirrus_TRAIN001_023.tiff,0.9988584518432617,0.6351010203361511,1.0,1.0,253362,590,0,0,506320,1584,0,0,252871,503,0,0
