Volume,dice_IRF,dice_SRF,dice_PED
TRAIN008,0.7585787306436234 (0.19018765890576614),0.8039400939430509 (0.13193693808400087),nan (nan)
TRAIN017,0.5926119766157606 (0.3110233782203051),nan (nan),0.6569512942007609 (0.18113773402959982)
TRAIN019,0.7544435179895825 (0.19055258684028556),nan (nan),nan (nan)
TRAIN021,0.6273733811533969 (0.1458828349374274),0.5212433056905865 (0.347103414752956),nan (nan)
TRAIN023,nan (nan),nan (nan),0.46166601548479363 (0.2353520856138155)
TRAIN025,0.66515410070618 (0.23232945826777807),nan (nan),0.7366879191891901 (0.16577479283634294)
TRAIN031,nan (nan),nan (nan),0.631185095757246 (0.25959901638446115)
TRAIN035,nan (nan),0.9064335324043451 (0.14756470384168147),0.5876869182619784 (0.15778042924208735)
TRAIN037,0.6636187452442792 (0.1239493804973446),0.8635215378469892 (0.14534144435967628),nan (nan)
TRAIN053,0.5803501227910214 (0.20238487433208896),0.7231879458798991 (0.1814867575958986),0.7602701814884835 (0.12053318255500133)
TRAIN057,nan (nan),0.6746757571833043 (0.20872955118998365),0.5806900643287821 (0.15084843522825234)
TRAIN060,0.41832764436931985 (0.2016700469801349),nan (nan),nan (nan)
TRAIN065,0.5921815801411867 (0.19811652416366593),nan (nan),nan (nan)
TRAIN070,0.5214615811047882 (0.21802694731733172),nan (nan),nan (nan)
